,0
Invasion_532,0.7751991748809814
Invasion_879,0.7877919673919678
Invasion_718,0.6184563636779785
Invasion_988,0.8408451080322266
Invasion_895,0.7859528064727783
Invasion_855,0.8397681713104248
Invasion_115,0.7782196998596191
Invasion_263,0.8055806159973145
Invasion_210,0.8140122890472412
Invasion_581,0.8410773277282715
Invasion_498,0.6335790157318115
Invasion_387,0.6999869346618652
Invasion_821,0.8352129459381104
Invasion_657,0.8398864269256592
Invasion_1002,0.7971713542938232
Invasion_376,0.7947983741760254
Invasion_60,0.6429657936096191
Invasion_619,0.8172569274902344
Invasion_19,0.681891918182373
Invasion_248,0.604496955871582
Invasion_702,0.8276104927062988
Invasion_75,0.7480645179748535
Invasion_171,0.663733959197998
Invasion_315,0.816415548324585
Invasion_882,0.8121395111083984
Invasion_174,0.806448221206665
Invasion_885,0.8108351230621338
Invasion_585,0.8311038017272949
Invasion_550,0.7937664985656738
Invasion_101,0.6508481502532959
Invasion_662,0.8294570446014404
Invasion_549,0.8008105754852295
Invasion_191,0.6460971832275391
Invasion_889,0.7915670871734619
Invasion_837,0.8173248767852783
Invasion_155,0.8423128128051758
Invasion_33,0.782128095626831
Invasion_664,0.841214656829834
Invasion_795,0.8172838687896729
Invasion_560,0.8214540481567383
Invasion_136,0.8026061058044434
Invasion_968,0.8361220359802246
Invasion_361,0.800527811050415
Invasion_719,0.8252623081207275
Invasion_689,0.8272442817687988
Invasion_378,0.8487966060638428
Invasion_721,0.853844165802002
Invasion_697,0.8283734321594238
Invasion_891,0.7912983894348145
Invasion_150,0.8250436782836914
Invasion_893,0.7993166446685791
Invasion_185,0.8005940914154053
Invasion_748,0.8272402286529541
Invasion_383,0.8058335781097412
Invasion_330,0.8133525848388672
Invasion_852,0.8300442695617676
Invasion_588,0.8231387138366699
Invasion_683,0.818497896194458
Invasion_783,0.80584716796875
Invasion_767,0.8127622604370117
Invasion_815,0.8138554096221924
Invasion_680,0.8307466506958008
Invasion_29,0.7211556434631348
Invasion_807,0.8127129077911377
Invasion_286,0.7985968589782715
Invasion_442,0.6724643707275391
Invasion_476,0.8148508071899414
Invasion_822,0.832634449005127
Invasion_519,0.8085148334503174
Invasion_796,0.8242909908294678
Invasion_663,0.842599630355835
Invasion_379,0.8255250453948975
Invasion_760,0.8404543399810791
Invasion_920,0.810938835144043
Invasion_896,0.783644437789917
Invasion_97,0.7448809146881104
Invasion_1006,0.8061683177947998
Invasion_620,0.8176472187042236
Invasion_846,0.8076720237731934
Invasion_864,0.8141593933105469
Invasion_1020,0.8121371269226074
Invasion_125,0.8218526840209961
Invasion_818,0.8417487144470215
Invasion_380,0.8495838642120361
Invasion_399,0.6780352592468262
Invasion_576,0.8032917976379395
Invasion_814,0.8104166984558105
Invasion_914,0.7867722511291504
Invasion_866,0.7974841594696045
Invasion_244,0.8315527439117432
Invasion_876,0.7820315361022949
Invasion_671,0.833970308303833
Invasion_668,0.8256349563598633
Invasion_521,0.8059556484222412
Invasion_261,0.796018123626709
Invasion_90,0.6663503646850586
Invasion_858,0.8148355484008789
Invasion_996,0.7871458530426025
Invasion_95,0.6546103954315186
Invasion_829,0.8286995887756348
Invasion_1,0.7132213115692139
Invasion_219,0.8251485824584961
Invasion_621,0.8212039470672607
Invasion_416,0.7998044490814209
Invasion_124,0.8064124584197998
Invasion_466,0.805577278137207
Invasion_208,0.8121135234832764
Invasion_743,0.8377623558044434
Invasion_443,0.7799034118652344
Invasion_199,0.8177030086517334
Invasion_832,0.8355989456176758
Invasion_556,0.8290269374847412
Invasion_764,0.8313217163085938
Invasion_995,0.7888979911804199
Invasion_787,0.8204095363616943
Invasion_173,0.8251080513000488
Invasion_692,0.812314510345459
Invasion_461,0.8150985240936279
Invasion_236,0.7119112014770508
Invasion_25,0.7260620594024658
Invasion_942,0.8010790348052979
Invasion_346,0.8090169429779053
Invasion_604,0.8235948085784912
Invasion_946,0.8008155822753906
Invasion_603,0.827509880065918
Invasion_586,0.8622088432312012
Invasion_396,0.8200516700744629
Invasion_647,0.8142971992492676
Invasion_245,0.791236162185669
Invasion_290,0.7937667369842529
Invasion_280,0.6773295402526855
Invasion_70,0.6939756870269775
Invasion_514,0.810239315032959
Invasion_540,0.819511890411377
Invasion_181,0.8390259742736816
Invasion_644,0.8228285312652588
Invasion_170,0.8082995414733887
Invasion_936,0.796234130859375
Invasion_854,0.8393535614013672
Invasion_474,0.8074178695678711
Invasion_704,0.8106226921081543
Invasion_179,0.8172667026519775
Invasion_500,0.7492110729217529
Invasion_234,0.723247766494751
Invasion_940,0.8063230514526367
Invasion_505,0.8140637874603271
Invasion_595,0.8212990760803223
Invasion_583,0.8335192203521729
Invasion_63,0.6495401859283447
Invasion_292,0.7769439220428467
Invasion_438,0.8078339099884033
Invasion_834,0.8194551467895508
Invasion_667,0.8376669883728027
Invasion_414,0.8134026527404785
Invasion_553,0.8014204502105713
Invasion_688,0.8311607837677002
Invasion_720,0.8346714973449707
Invasion_235,0.7060539722442627
Invasion_573,0.8145143985748291
Invasion_658,0.86322021484375
Invasion_614,0.8174607753753662
Invasion_537,0.8096919059753418
Invasion_856,0.8025062084197998
Invasion_947,0.795245885848999
Invasion_94,0.6759552955627441
Invasion_589,0.835623025894165
Invasion_1022,0.808229923248291
Invasion_368,0.8132870197296143
Invasion_35,0.7920651435852051
Invasion_908,0.7999649047851562
Invasion_616,0.8294763565063477
Invasion_68,0.6458525657653809
Invasion_473,0.8033905029296875
Invasion_325,0.7103707790374756
Invasion_232,0.7038683891296387
Invasion_901,0.8238246440887451
Invasion_691,0.8350658416748047
Invasion_317,0.605492353439331
Invasion_407,0.8021690845489502
Invasion_681,0.8297059535980225
Invasion_971,0.8130960464477539
Invasion_564,0.8086838722229004
Invasion_227,0.826425313949585
Invasion_597,0.8267772197723389
Invasion_602,0.8336985111236572
Invasion_601,0.8226883411407471
Invasion_526,0.801100492477417
Invasion_274,0.8180215358734131
Invasion_98,0.6590452194213867
Invasion_753,0.8107006549835205
Invasion_56,0.8107414245605469
Invasion_82,0.6525514125823975
Invasion_639,0.810401439666748
Invasion_233,0.8121988773345947
Invasion_36,0.6202571392059326
Invasion_3,0.792855978012085
Invasion_172,0.8103713989257812
Invasion_978,0.8132483959197998
Invasion_906,0.8133089542388916
Invasion_431,0.8153262138366699
Invasion_544,0.8225164413452148
Invasion_685,0.8225858211517334
Invasion_447,0.788393497467041
Invasion_629,0.8286211490631104
Invasion_326,0.8077661991119385
Invasion_250,0.7995114326477051
Invasion_89,0.7783112525939941
Invasion_458,0.798499345779419
Invasion_38,0.644824743270874
Invasion_309,0.8080523014068604
Invasion_951,0.8181924819946289
Invasion_529,0.8037693500518799
Invasion_886,0.7807338237762451
Invasion_563,0.8036594390869141
Invasion_198,0.80800461769104
Invasion_779,0.8282086849212646
Invasion_34,0.5943715572357178
Invasion_296,0.7624342441558838
Invasion_73,0.6351172924041748
Invasion_271,0.8089206218719482
Invasion_409,0.7454135417938232
Invasion_546,0.7970781326293945
Invasion_786,0.8104507923126221
Invasion_749,0.832111120223999
Invasion_161,0.8127131462097168
