,0
Invasion_532,14.509965658187866
Invasion_879,18.77973985671997
Invasion_718,2.897735357284546
Invasion_988,17.491973876953125
Invasion_895,12.793408155441284
Invasion_855,13.333570957183838
Invasion_115,13.719077587127686
Invasion_263,15.538074731826782
Invasion_210,13.971799850463867
Invasion_581,13.657139778137207
Invasion_498,2.66732120513916
Invasion_387,7.8222761154174805
Invasion_821,14.036550045013428
Invasion_657,13.188296794891357
Invasion_1002,15.548598766326904
Invasion_376,15.130774974822998
Invasion_60,5.292892932891846
Invasion_619,13.787369012832642
Invasion_19,6.272870779037476
Invasion_248,5.011760950088501
Invasion_702,16.24013328552246
Invasion_75,3.6731491088867188
Invasion_171,2.918982744216919
Invasion_315,16.508517742156982
Invasion_882,11.946846961975098
Invasion_174,14.428797245025635
Invasion_885,13.50838851928711
Invasion_585,15.821573495864868
Invasion_550,15.22022271156311
Invasion_101,3.121680974960327
Invasion_662,14.928271770477295
Invasion_549,14.751204490661621
Invasion_191,6.6923627853393555
Invasion_889,13.220031499862671
Invasion_837,13.81904911994934
Invasion_155,14.953221082687378
Invasion_33,14.927168846130371
Invasion_664,13.64486575126648
Invasion_795,16.171488761901855
Invasion_560,14.909188032150269
Invasion_136,14.896220207214355
Invasion_968,13.847217082977295
Invasion_361,15.505388736724854
Invasion_719,14.462836027145386
Invasion_689,14.962592840194702
Invasion_378,15.513966083526611
Invasion_721,13.876081466674805
Invasion_697,13.387673377990723
Invasion_891,13.486544609069824
Invasion_150,4.90492057800293
Invasion_893,13.506543636322021
Invasion_185,14.198363780975342
Invasion_748,14.47593879699707
Invasion_383,15.299565315246582
Invasion_330,17.122461795806885
Invasion_852,12.982183694839478
Invasion_588,13.51623821258545
Invasion_683,13.669363260269165
Invasion_783,13.597536087036133
Invasion_767,14.333404779434204
Invasion_815,15.057173013687134
Invasion_680,12.96728801727295
Invasion_29,4.747314929962158
Invasion_807,13.736960887908936
Invasion_286,16.2387433052063
Invasion_442,4.254899978637695
Invasion_476,16.17548942565918
Invasion_822,13.491823196411133
Invasion_519,16.689398527145386
Invasion_796,16.17933416366577
Invasion_663,14.092716932296753
Invasion_379,16.280375957489014
Invasion_760,13.999761581420898
Invasion_920,15.111429691314697
Invasion_896,13.804709672927856
Invasion_97,3.4956135749816895
Invasion_1006,17.37244176864624
Invasion_620,15.493051767349243
Invasion_846,14.330337047576904
Invasion_864,15.694010496139526
Invasion_1020,16.857314109802246
Invasion_125,15.627528667449951
Invasion_818,15.208268880844116
Invasion_380,5.545270681381226
Invasion_399,8.200636625289917
Invasion_576,14.936269044876099
Invasion_814,15.310895681381226
Invasion_914,15.001423597335815
Invasion_866,13.473713636398315
Invasion_244,17.03424882888794
Invasion_876,13.078580141067505
Invasion_671,13.99371600151062
Invasion_668,14.395518064498901
Invasion_521,15.985419034957886
Invasion_261,16.273998975753784
Invasion_90,3.906121253967285
Invasion_858,15.229986429214478
Invasion_996,17.453919410705566
Invasion_95,4.465468168258667
Invasion_829,14.917259454727173
Invasion_1,3.5316896438598633
Invasion_219,14.543150663375854
Invasion_621,14.520924806594849
Invasion_416,16.95305323600769
Invasion_124,13.696577787399292
Invasion_466,15.906006813049316
Invasion_208,16.0452299118042
Invasion_743,15.032192945480347
Invasion_443,14.810266494750977
Invasion_199,15.95314335823059
Invasion_832,14.972224712371826
Invasion_556,15.617550611495972
Invasion_764,14.196507453918457
Invasion_995,16.24937105178833
Invasion_787,14.725221872329712
Invasion_173,14.038131713867188
Invasion_692,14.673279047012329
Invasion_461,15.723692893981934
Invasion_236,6.163980007171631
Invasion_25,4.42964243888855
Invasion_942,15.134894847869873
Invasion_346,19.474639892578125
Invasion_604,15.159605741500854
Invasion_946,14.489229202270508
Invasion_603,15.513970136642456
Invasion_586,14.94800591468811
Invasion_396,16.455188989639282
Invasion_647,14.878599405288696
Invasion_245,16.46679377555847
Invasion_290,14.29833173751831
Invasion_280,2.70186185836792
Invasion_70,3.8026750087738037
Invasion_514,16.47118067741394
Invasion_540,16.418179750442505
Invasion_181,3.194545030593872
Invasion_644,14.292637348175049
Invasion_170,15.114700078964233
Invasion_936,14.800674438476562
Invasion_854,15.578402042388916
Invasion_474,16.046681880950928
Invasion_704,13.90290641784668
Invasion_179,13.532415390014648
Invasion_500,4.815073490142822
Invasion_234,4.672928094863892
Invasion_940,14.246606349945068
Invasion_505,15.25352668762207
Invasion_595,13.535221338272095
Invasion_583,15.930545091629028
Invasion_63,6.046294212341309
Invasion_292,14.910123348236084
Invasion_438,17.0355806350708
Invasion_834,13.017286777496338
Invasion_667,13.143052339553833
Invasion_414,16.740819215774536
Invasion_553,14.734671115875244
Invasion_688,13.236394882202148
Invasion_720,13.680115699768066
Invasion_235,5.807687282562256
Invasion_573,12.614028453826904
Invasion_658,13.310722351074219
Invasion_614,14.293328285217285
Invasion_537,15.494532346725464
Invasion_856,13.94655179977417
Invasion_947,13.400750160217285
Invasion_94,4.364364385604858
Invasion_589,13.899484634399414
Invasion_1022,15.743357181549072
Invasion_368,15.488031148910522
Invasion_35,15.32568645477295
Invasion_908,14.118277788162231
Invasion_616,13.582096338272095
Invasion_68,4.833768367767334
Invasion_473,15.812119245529175
Invasion_325,5.259338617324829
Invasion_232,4.276397943496704
Invasion_901,13.840361595153809
Invasion_691,13.813552856445312
Invasion_317,4.495398283004761
Invasion_407,14.778528213500977
Invasion_681,13.034312725067139
Invasion_971,14.040233373641968
Invasion_564,14.926772356033325
Invasion_227,15.407756805419922
Invasion_597,13.479084014892578
Invasion_602,13.876375675201416
Invasion_601,13.99297022819519
Invasion_526,16.512554168701172
Invasion_274,15.979086875915527
Invasion_98,5.305189847946167
Invasion_753,14.251333951950073
Invasion_56,14.23171091079712
Invasion_82,3.338984251022339
Invasion_639,13.675735473632812
Invasion_233,16.407258987426758
Invasion_36,2.9019417762756348
Invasion_3,15.350562810897827
Invasion_172,14.463855266571045
Invasion_978,13.295081615447998
Invasion_906,13.823544979095459
Invasion_431,16.732463121414185
Invasion_544,16.5937180519104
Invasion_685,13.715035200119019
Invasion_447,15.916784524917603
Invasion_629,15.506349086761475
Invasion_326,19.916621208190918
Invasion_250,16.491342782974243
Invasion_89,3.9476068019866943
Invasion_458,16.89703106880188
Invasion_38,5.285098552703857
Invasion_309,14.30765986442566
Invasion_951,15.726844310760498
Invasion_529,16.60349678993225
Invasion_886,12.667034149169922
Invasion_563,15.239129066467285
