,0
Invasion_532,0.033995628356933594
Invasion_879,0.028660058975219727
Invasion_718,0.026099443435668945
Invasion_988,0.027171850204467773
Invasion_895,0.026230573654174805
Invasion_855,0.023854732513427734
Invasion_115,0.029385805130004883
Invasion_263,0.024437665939331055
Invasion_210,0.022504329681396484
Invasion_581,0.025926828384399414
Invasion_498,0.019383668899536133
Invasion_387,0.021975040435791016
Invasion_821,0.024916648864746094
Invasion_657,0.02267599105834961
Invasion_1002,0.024648666381835938
Invasion_376,0.02508401870727539
Invasion_60,0.023257732391357422
Invasion_619,0.02791309356689453
Invasion_19,0.021726131439208984
Invasion_248,0.0205233097076416
Invasion_702,0.022189617156982422
Invasion_75,0.02107381820678711
Invasion_171,0.02075052261352539
Invasion_315,0.023555517196655273
Invasion_882,0.02362370491027832
Invasion_174,0.022771358489990234
Invasion_885,0.025246143341064453
Invasion_585,0.023238182067871094
Invasion_550,0.024532794952392578
Invasion_101,0.0219724178314209
Invasion_662,0.02419424057006836
Invasion_549,0.02206873893737793
Invasion_191,0.021008968353271484
Invasion_889,0.024106740951538086
Invasion_837,0.030219554901123047
Invasion_155,0.02675318717956543
Invasion_33,0.025264978408813477
Invasion_664,0.026202678680419922
Invasion_795,0.026356220245361328
Invasion_560,0.024392366409301758
Invasion_136,0.02475738525390625
Invasion_968,0.02704310417175293
Invasion_361,0.027621746063232422
Invasion_719,0.0282747745513916
Invasion_689,0.022774934768676758
Invasion_378,0.028910398483276367
Invasion_721,0.022636890411376953
Invasion_697,0.026083946228027344
Invasion_891,0.029699325561523438
Invasion_150,0.024286985397338867
Invasion_893,0.023298978805541992
Invasion_185,0.02726268768310547
Invasion_748,0.023984193801879883
Invasion_383,0.022543907165527344
Invasion_330,0.024221181869506836
Invasion_852,0.023801326751708984
Invasion_588,0.02277374267578125
Invasion_683,0.0240328311920166
Invasion_783,0.023644208908081055
Invasion_767,0.024646997451782227
Invasion_815,0.023765087127685547
Invasion_680,0.027044057846069336
Invasion_29,0.020380496978759766
Invasion_807,0.02559661865234375
Invasion_286,0.0268404483795166
Invasion_442,0.019520044326782227
Invasion_476,0.02470088005065918
Invasion_822,0.026606082916259766
Invasion_519,0.023910999298095703
Invasion_796,0.023567676544189453
Invasion_663,0.023081541061401367
Invasion_379,0.02391362190246582
Invasion_760,0.025233745574951172
Invasion_920,0.021911144256591797
Invasion_896,0.02505016326904297
Invasion_97,0.021304845809936523
Invasion_1006,0.023850679397583008
Invasion_620,0.022058725357055664
Invasion_846,0.02276325225830078
Invasion_864,0.024157047271728516
Invasion_1020,0.024244308471679688
Invasion_125,0.025219202041625977
Invasion_818,0.025014400482177734
Invasion_380,0.02251148223876953
Invasion_399,0.02138972282409668
Invasion_576,0.029133081436157227
Invasion_814,0.031114578247070312
Invasion_914,0.0239107608795166
Invasion_866,0.026690244674682617
Invasion_244,0.02279067039489746
Invasion_876,0.021467924118041992
Invasion_671,0.027279138565063477
Invasion_668,0.022233247756958008
Invasion_521,0.02809929847717285
Invasion_261,0.027287721633911133
