,B,L,A,Lm,Am,M,Ge,C,Le,P,Lem,Rm,R,model_id,timepoint
0,0.5307609999999999,0.5617909999999997,0.5884609999999992,0.612615999999999,0.42930900000000016,0.5838159999999984,0.7008089999999991,0.45334000000000024,0.6803799999999993,0.5124020000000008,0.32062700000000055,0.385338,0.4002500000000002,bn_411,0.0
1,0.6094470000000002,0.7402710000000008,0.753199000000001,0.7713740000000019,0.4818609999999994,0.6891830000000002,0.8898870000000016,0.2732509999999999,0.8796250000000015,0.5927670000000006,0.114648,0.22971799999999992,0.2606189999999998,bn_411,1.0
2,0.6906009999999998,0.8628449999999999,0.8663149999999996,0.8683889999999996,0.6383760000000006,0.7741399999999999,0.9592529999999996,0.13769700000000012,0.9553299999999997,0.6863110000000004,0.04450199999999998,0.14436500000000016,0.16839000000000034,bn_411,2.0
3,0.769135,0.9338799999999998,0.92983,0.9353340000000002,0.7785720000000002,0.8546559999999999,0.9852240000000002,0.06451300000000001,0.9869720000000002,0.7747820000000001,0.021415999999999998,0.08019799999999998,0.09473,bn_411,3.0
4,0.8415840000000002,0.9688350000000001,0.9671349999999999,0.9701230000000001,0.8742620000000002,0.9092460000000001,0.9929960000000002,0.031727000000000005,0.9949050000000004,0.8443500000000003,0.009349,0.04554299999999999,0.051012000000000016,bn_411,4.0
5,0.8972480000000002,0.9875370000000006,0.9839220000000003,0.9861850000000004,0.9309490000000004,0.9447020000000004,0.9967600000000005,0.013179000000000001,0.9980760000000006,0.8928450000000001,0.003531,0.024879000000000002,0.027689000000000002,bn_411,5.0
6,0.9393170000000001,0.995445,0.9927750000000001,0.994778,0.9645450000000001,0.9710110000000001,0.9984219999999999,0.003608,0.999503,0.9288350000000001,0.001618,0.011235000000000002,0.012858,bn_411,6.0
7,0.9636380000000001,0.9975100000000001,0.9974210000000001,0.9973900000000001,0.9824140000000001,0.9828330000000001,0.998998,0.001944,0.9994980000000001,0.9602,0.0005,0.0075390000000000006,0.005779000000000001,bn_411,7.0
8,0.976561,0.9988379999999999,0.9988799999999999,0.999491,0.9919189999999999,0.988773,0.998999,0.0011870000000000001,0.999846,0.979725,0.0005,0.004103,0.0022199999999999998,bn_411,8.0
9,0.9859060000000001,0.9995030000000001,0.9996630000000001,1.000003,0.9959590000000003,0.9941150000000001,0.9998450000000001,0.00035999999999999997,1.000003,0.987219,0.000472,0.0015329999999999999,0.000776,bn_411,9.0
10,0.992559,0.999547,1.000001,1.000001,0.997976,0.9979849999999999,1.000001,0.0,1.000001,0.992819,0.0,0.001008,0.0005,bn_411,10.0
11,0.9963869999999999,1.000001,1.000001,1.000001,0.9994149999999999,0.999501,1.000001,0.0,1.000001,0.995995,0.0,0.0005,0.000257,bn_411,11.0
12,0.999112,1.0,1.0,1.0,0.9995,0.9995,1.0,0.0,1.0,0.99795,0.0,0.0003,0.0,bn_411,12.0
13,0.9995,1.0,1.0,1.0,0.9995,0.999665,1.0,0.0,1.0,0.999,0.0,0.0,0.0,bn_411,13.0
14,0.9995,1.0,1.0,1.0,0.9995,1.0,1.0,0.0,1.0,0.9992930000000001,0.0,0.0,0.0,bn_411,14.0
15,0.999633,0.999999,0.999999,0.999999,0.999844,0.999999,0.999999,0.0,0.999999,0.999791,0.0,0.0,0.0,bn_411,15.0
16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,bn_411,16.0
17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,bn_411,17.0
18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,bn_411,18.0
19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,bn_411,19.0
20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,bn_411,20.0
21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,bn_411,21.0
22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,bn_411,22.0
23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,bn_411,23.0
24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,bn_411,24.0
25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,bn_411,25.0
26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,bn_411,26.0
27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,bn_411,27.0
28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,bn_411,28.0
29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,bn_411,29.0
30,0.5225969999999999,0.5099059999999991,0.5855069999999987,0.6562669999999994,0.43353200000000053,0.5659129999999997,0.31263899999999983,0.5537769999999985,0.6827019999999999,0.5014579999999993,0.6907219999999985,0.3799370000000001,0.41095800000000027,bn_361,0.0
31,0.6069600000000003,0.6648170000000002,0.7192379999999998,0.854933,0.456029,0.705248,0.116621,0.725266,0.8851419999999999,0.5930990000000003,0.8801439999999998,0.2381339999999999,0.28687700000000005,bn_361,1.0
32,0.7046909999999994,0.8197970000000004,0.8410540000000003,0.9437190000000008,0.6093809999999998,0.8021389999999999,0.043526999999999996,0.8600390000000008,0.9576780000000006,0.7008140000000002,0.9542240000000011,0.15761199999999997,0.1941859999999999,bn_361,2.0
33,0.7994549999999997,0.9135399999999995,0.9102879999999998,0.9771669999999996,0.7453249999999997,0.8715609999999996,0.018993999999999997,0.9316179999999996,0.9839169999999996,0.7905009999999996,0.9830659999999996,0.09792800000000003,0.115538,bn_361,3.0
34,0.8655019999999993,0.9608649999999995,0.9509189999999994,0.9910549999999997,0.8607929999999997,0.9249389999999997,0.007419,0.9677819999999994,0.9939739999999995,0.8628679999999995,0.9936369999999994,0.05821200000000001,0.06782900000000004,bn_361,4.0
35,0.9137269999999995,0.9826509999999994,0.9766419999999996,0.9983379999999993,0.9285429999999997,0.9582229999999996,0.0032209999999999995,0.9854519999999996,0.9975229999999993,0.9157849999999995,0.9978409999999993,0.033684,0.033280000000000004,bn_361,5.0
36,0.948476,0.99326,0.991188,0.9998319999999999,0.9656340000000001,0.9791950000000001,0.0012469999999999998,0.993464,0.999626,0.9509950000000001,0.9994989999999999,0.018645,0.014913000000000004,bn_361,6.0
37,0.971737,0.9978510000000002,0.9973700000000001,1.0000010000000001,0.985338,0.9891890000000002,0.000486,0.9973550000000002,1.0000010000000001,0.9717610000000001,0.9999430000000001,0.009278999999999999,0.007266,bn_361,7.0
38,0.987026,0.999405,0.9994449999999999,1.0,0.996015,0.9960239999999999,0.0,0.999007,1.0,0.984364,1.0,0.0030980000000000005,0.003548,bn_361,8.0
39,0.9942189999999999,0.9999989999999996,0.9999989999999996,0.9999989999999996,0.9979719999999996,0.9979609999999998,0.0,0.9994989999999997,0.9999989999999996,0.9924069999999999,0.9999989999999996,0.0011929999999999998,0.0010849999999999998,bn_361,9.0
40,0.9962660000000001,1.0000010000000001,1.0000010000000001,1.0000010000000001,0.9985010000000001,0.99873,0.0,0.9998950000000001,1.0000010000000001,0.9969180000000001,1.0000010000000001,0.00093,7.8e-05,bn_361,10.0
41,0.997,1.0,1.0,1.0,0.9993449999999999,0.999358,0.0,1.0,1.0,0.9987509999999999,1.0,0.0005,0.0,bn_361,11.0
42,0.998166,1.0,1.0,1.0,0.9994999999999999,0.9994999999999999,0.0,1.0,1.0,0.999217,1.0,0.000223,0.0,bn_361,12.0
43,0.999315,1.0,1.0,1.0,0.999967,0.999718,0.0,1.0,1.0,0.9996,1.0,0.0,0.0,bn_361,13.0
44,0.9995,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,bn_361,14.0
45,0.999753,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,bn_361,15.0
46,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,bn_361,16.0
47,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,bn_361,17.0
48,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,bn_361,18.0
49,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,bn_361,19.0
50,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,bn_361,20.0
51,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,bn_361,21.0
52,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,bn_361,22.0
53,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,bn_361,23.0
54,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,bn_361,24.0
55,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,bn_361,25.0
56,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,bn_361,26.0
57,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,bn_361,27.0
58,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,bn_361,28.0
59,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,bn_361,29.0
60,0.4584859999999995,0.6359480000000003,0.6124980000000005,0.6342679999999989,0.4488199999999997,0.3625489999999997,0.6984809999999997,0.44180200000000003,0.6879319999999999,0.4494219999999993,0.6880289999999991,0.3850610000000002,0.41423800000000016,bn_60,0.0
61,0.35371299999999983,0.8063190000000005,0.7647970000000011,0.8369240000000008,0.5267899999999999,0.2415369999999999,0.8869960000000007,0.2758309999999996,0.8966460000000005,0.3420350000000001,0.8952040000000009,0.21361999999999987,0.2561719999999998,bn_60,1.0
62,0.25309099999999984,0.9017969999999995,0.8489709999999997,0.9355009999999997,0.685834,0.18893999999999997,0.9530089999999996,0.141668,0.9640019999999994,0.265461,0.9582139999999995,0.134984,0.16607699999999992,bn_60,2.0
63,0.18602399999999997,0.9575000000000005,0.9106830000000002,0.9744740000000001,0.8249859999999999,0.12444699999999999,0.9815460000000001,0.07053799999999999,0.9874560000000002,0.19590799999999994,0.9830530000000003,0.086348,0.10275000000000001,bn_60,3.0
64,0.13101100000000004,0.9799470000000002,0.9521520000000001,0.9903440000000003,0.9138710000000002,0.07326999999999997,0.9935370000000006,0.025848999999999997,0.9960210000000004,0.13417300000000004,0.9930720000000003,0.052303,0.063474,bn_60,4.0
65,0.07843800000000001,0.9904389999999998,0.973926,0.9975459999999999,0.9569049999999998,0.032818,0.9981319999999999,0.007322,0.9977989999999999,0.077427,0.9979349999999998,0.029152,0.03804400000000001,bn_60,5.0
66,0.039394,0.994556,0.987656,0.9979979999999998,0.9808619999999999,0.012708,0.9999159999999998,0.004709,0.998319,0.037016,0.9992219999999998,0.015819999999999997,0.023046000000000004,bn_60,6.0
67,0.019729000000000003,0.9962689999999998,0.9915979999999999,0.9993519999999999,0.988753,0.00554,0.9999999999999999,0.002312,0.9991429999999998,0.020413,0.999787,0.009896,0.011941,bn_60,7.0
68,0.010098000000000001,0.9987570000000001,0.9942320000000001,0.9995010000000001,0.9930920000000001,0.002872,1.000001,0.000816,0.9998980000000001,0.011592000000000002,1.000001,0.006097,0.008421999999999999,bn_60,8.0
69,0.003785,1.0,0.996823,0.9995,0.99647,0.000268,1.0,0.0,1.0,0.0035830000000000002,1.0,0.003669,0.005302,bn_60,9.0
70,0.00128,0.999999,0.999093,0.999499,0.997912,0.0,0.999999,0.0,0.999999,0.000312,0.999999,0.001496,0.001535,bn_60,10.0
71,0.000821,1.0,1.0,0.999978,0.999196,0.0,1.0,0.0,1.0,0.0,1.0,0.000677,0.0005,bn_60,11.0
72,0.0005,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.000275,0.00031,bn_60,12.0
73,0.0005,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,bn_60,13.0
74,0.000202,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,bn_60,14.0
75,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,bn_60,15.0
76,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,bn_60,16.0
77,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,bn_60,17.0
78,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,bn_60,18.0
79,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,bn_60,19.0
80,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,bn_60,20.0
81,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,bn_60,21.0
82,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,bn_60,22.0
83,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,bn_60,23.0
84,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,bn_60,24.0
85,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,bn_60,25.0
86,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,bn_60,26.0
87,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,bn_60,27.0
88,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,bn_60,28.0
89,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,bn_60,29.0
90,0.4646369999999996,0.5093199999999999,0.5963469999999995,0.5586979999999987,0.4071009999999991,0.3812019999999997,0.318118,0.5595529999999995,0.31390699999999955,0.4741389999999997,0.32292799999999977,0.3735449999999991,0.40311800000000003,bn_109,0.0
91,0.38853799999999983,0.46914699999999937,0.6594899999999994,0.5623529999999995,0.35579899999999953,0.3603279999999998,0.121437,0.7142939999999995,0.11197699999999997,0.3927519999999992,0.12493199999999993,0.24278300000000014,0.3026409999999991,bn_109,1.0
92,0.399605,0.4283419999999996,0.6236529999999992,0.48793899999999957,0.3405900000000002,0.4553419999999998,0.04434199999999998,0.8512220000000004,0.03758300000000001,0.4076889999999996,0.044469999999999996,0.23314900000000002,0.30026499999999956,bn_109,2.0
93,0.46878000000000003,0.4417979999999999,0.586321,0.469773,0.3419079999999999,0.5440320000000004,0.015806,0.9282290000000003,0.014117000000000003,0.4728760000000001,0.018359999999999994,0.260883,0.33566999999999986,bn_109,3.0
94,0.5340740000000002,0.48273999999999995,0.585631,0.507098,0.3843849999999998,0.5849210000000002,0.005938000000000001,0.9702790000000001,0.0042959999999999995,0.5334070000000001,0.006195,0.30677,0.37731099999999995,bn_109,4.0
95,0.5709380000000002,0.5328689999999999,0.595971,0.5407510000000001,0.43909000000000015,0.5983290000000002,0.000829,0.9858070000000004,0.0011679999999999998,0.568206,0.001596,0.34242700000000004,0.38477100000000003,bn_109,5.0
96,0.5904549999999998,0.5648799999999999,0.607401,0.5696370000000002,0.48863699999999993,0.6026819999999998,0.000173,0.99596,0.0005,0.5915339999999997,0.000277,0.358356,0.385143,bn_109,6.0
97,0.5996029999999999,0.5812829999999998,0.6174139999999999,0.5880479999999998,0.52957,0.6100110000000001,0.0,0.9986369999999998,0.000309,0.6007409999999997,0.0,0.3644619999999999,0.37886399999999987,bn_109,7.0
98,0.6054440000000003,0.596673,0.616762,0.600633,0.5601909999999999,0.6145840000000002,0.0,0.999527,0.0,0.608527,0.0,0.36789599999999995,0.37719199999999986,bn_109,8.0
99,0.611119,0.6045269999999998,0.6178189999999999,0.6073879999999998,0.5861009999999997,0.6177909999999998,0.0,0.999997,0.0,0.6138519999999998,0.0,0.3702929999999999,0.3775129999999999,bn_109,9.0
100,0.616734,0.6103280000000001,0.6207519999999997,0.6124529999999998,0.5968630000000003,0.6215090000000001,0.0,0.9999969999999999,0.0,0.6181629999999999,0.0,0.3720530000000001,0.37818600000000013,bn_109,10.0
101,0.620042,0.616093,0.623101,0.6176329999999999,0.603347,0.62135,0.0,1.000001,0.0,0.6202030000000001,0.0,0.37314400000000003,0.37945100000000004,bn_109,11.0
102,0.620249,0.6191989999999999,0.6222739999999999,0.618789,0.610286,0.623021,0.0,1.0000040000000001,0.0,0.6210230000000001,0.0,0.374747,0.37792499999999996,bn_109,12.0
103,0.621495,0.6201220000000001,0.622161,0.6193700000000001,0.615835,0.622918,0.0,1.0000010000000001,0.0,0.621986,0.0,0.376192,0.37733400000000006,bn_109,13.0
104,0.6221009999999999,0.6210749999999998,0.6229189999999999,0.6210819999999998,0.6193759999999998,0.6216269999999998,0.0,0.9999979999999998,0.0,0.6224269999999998,0.0,0.377151,0.377128,bn_109,14.0
105,0.622258,0.621502,0.6234999999999999,0.621185,0.620348,0.622622,0.0,1.0,0.0,0.621684,0.0,0.37678100000000003,0.376187,bn_109,15.0
106,0.6225,0.621612,0.623059,0.621695,0.620122,0.6232620000000001,0.0,1.0000000000000002,0.0,0.6227630000000001,0.0,0.376023,0.376,bn_109,16.0
107,0.6229220000000001,0.6229439999999999,0.623345,0.622421,0.6214890000000001,0.6239509999999999,0.0,0.9999999999999999,0.0,0.6232409999999999,0.0,0.376,0.376,bn_109,17.0
108,0.62362,0.6234999999999999,0.624,0.623502,0.622054,0.624,0.0,1.0,0.0,0.624,0.0,0.376,0.376,bn_109,18.0
109,0.624,0.6239549999999999,0.624,0.624,0.62328,0.624,0.0,1.0,0.0,0.624,0.0,0.376,0.376,bn_109,19.0
110,0.624,0.624,0.624,0.624,0.624,0.624,0.0,1.0,0.0,0.624,0.0,0.376,0.376,bn_109,20.0
111,0.624,0.624,0.624,0.624,0.624,0.624,0.0,1.0,0.0,0.624,0.0,0.376,0.376,bn_109,21.0
112,0.624,0.624,0.624,0.624,0.624,0.624,0.0,1.0,0.0,0.624,0.0,0.376,0.376,bn_109,22.0
113,0.624,0.624,0.624,0.624,0.624,0.624,0.0,1.0,0.0,0.624,0.0,0.376,0.376,bn_109,23.0
114,0.624,0.624,0.624,0.624,0.624,0.624,0.0,1.0,0.0,0.624,0.0,0.376,0.376,bn_109,24.0
115,0.624,0.624,0.624,0.624,0.624,0.624,0.0,1.0,0.0,0.624,0.0,0.376,0.376,bn_109,25.0
116,0.624,0.624,0.624,0.624,0.624,0.624,0.0,1.0,0.0,0.624,0.0,0.376,0.376,bn_109,26.0
117,0.624,0.624,0.624,0.624,0.624,0.624,0.0,1.0,0.0,0.624,0.0,0.376,0.376,bn_109,27.0
118,0.624,0.624,0.624,0.624,0.624,0.624,0.0,1.0,0.0,0.624,0.0,0.376,0.376,bn_109,28.0
119,0.624,0.624,0.624,0.624,0.624,0.624,0.0,1.0,0.0,0.624,0.0,0.376,0.376,bn_109,29.0
120,0.5427379999999982,0.34447199999999906,0.5786599999999983,0.6292609999999973,0.5933709999999975,0.5935929999999978,0.6891489999999981,0.4441959999999995,0.671394999999997,0.514966999999998,0.32886899999999963,0.34092099999999975,0.3744189999999997,bn_975,0.0
121,0.6235369999999997,0.17364000000000002,0.6464589999999988,0.784679,0.7098289999999996,0.7236379999999996,0.8827990000000003,0.28515299999999977,0.8690640000000003,0.6218379999999994,0.12773100000000004,0.18813200000000002,0.22008100000000017,bn_975,1.0
122,0.7166369999999994,0.08730400000000003,0.686812,0.8727599999999995,0.8013949999999994,0.8079889999999993,0.9562779999999985,0.15147499999999997,0.9492849999999988,0.7183259999999996,0.047626,0.11401299999999998,0.14149399999999993,bn_975,2.0
123,0.7979489999999998,0.043476999999999995,0.7359090000000003,0.9345090000000005,0.8726490000000002,0.8663129999999998,0.9836520000000005,0.067271,0.9822130000000004,0.79918,0.018958999999999993,0.067098,0.08875900000000003,bn_975,3.0
124,0.8576319999999996,0.020058,0.7992109999999999,0.9731849999999996,0.9264519999999998,0.9110339999999996,0.9931229999999996,0.03184399999999999,0.9945889999999996,0.857256,0.006524999999999999,0.037032,0.047542999999999995,bn_975,4.0
125,0.9069499999999998,0.010776,0.851347,0.9880579999999998,0.9624239999999997,0.9487129999999997,0.9974579999999998,0.014925999999999998,0.9978429999999998,0.9057919999999998,0.001288,0.018863,0.020783000000000003,bn_975,5.0
126,0.9449499999999998,0.0032359999999999997,0.8991699999999998,0.9946129999999999,0.9784329999999999,0.9686089999999998,0.9995339999999997,0.005647999999999999,0.9997509999999998,0.9406119999999998,0.00036,0.009597000000000001,0.011958000000000002,bn_975,6.0
127,0.9659070000000001,0.000955,0.9344530000000001,0.997739,0.9895410000000001,0.981247,1.000002,0.0022180000000000004,1.000002,0.9651460000000001,0.0,0.005575,0.007887,bn_975,7.0
128,0.9791149999999998,0.0005,0.955596,0.999351,0.996299,0.989736,0.9999999999999999,0.001183,0.9999999999999999,0.9779249999999999,0.0,0.003306,0.004315,bn_975,8.0
129,0.9898419999999999,0.000259,0.971699,0.9999159999999998,0.9988849999999998,0.9949679999999999,0.9999989999999999,0.000404,0.9999989999999999,0.988452,0.0,0.002,0.002052,bn_975,9.0
130,0.9951949999999999,0.0,0.9860709999999999,1.000001,0.999501,0.997861,1.000001,0.0,1.000001,0.9948579999999999,0.0,0.0010170000000000001,0.000632,bn_975,10.0
131,0.997904,0.0,0.992085,1.0,0.9995,0.999264,1.0,0.0,1.0,0.997312,0.0,0.000136,0.000475,bn_975,11.0
132,0.9986889999999999,0.0,0.9952679999999999,1.0,0.9995879999999999,0.9999389999999999,1.0,0.0,1.0,0.9989669999999999,0.0,0.0,0.0,bn_975,12.0
133,0.999973,0.0,0.998508,0.999999,0.999999,0.999999,0.999999,0.0,0.999999,0.9994259999999999,0.0,0.0,0.0,bn_975,13.0
134,1.0,0.0,0.9999969999999999,1.0,1.0,1.0,1.0,0.0,1.0,0.9994999999999999,0.0,0.0,0.0,bn_975,14.0
135,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.999579,0.0,0.0,0.0,bn_975,15.0
136,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,bn_975,16.0
137,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,bn_975,17.0
138,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,bn_975,18.0
139,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,bn_975,19.0
140,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,bn_975,20.0
141,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,bn_975,21.0
142,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,bn_975,22.0
143,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,bn_975,23.0
144,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,bn_975,24.0
145,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,bn_975,25.0
146,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,bn_975,26.0
147,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,bn_975,27.0
148,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,bn_975,28.0
149,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,bn_975,29.0
150,0.5330900000000002,0.5411150000000003,0.6003450000000004,0.6140629999999992,0.42954400000000037,0.6423140000000009,0.3126180000000001,0.5392910000000009,0.6758100000000002,0.524616000000001,0.3029100000000008,0.372828,0.4068910000000001,bn_265,0.0
151,0.6768640000000004,0.7358270000000003,0.7565649999999995,0.7950210000000001,0.474246,0.8154260000000002,0.11024699999999997,0.7156289999999992,0.8801529999999996,0.6684989999999995,0.11708400000000002,0.22531600000000024,0.2818230000000001,bn_265,1.0
152,0.8018479999999999,0.8814140000000001,0.864771,0.9134840000000003,0.6528830000000001,0.9102120000000002,0.039391999999999996,0.8606320000000008,0.9577580000000001,0.7988180000000001,0.041711000000000005,0.145493,0.18316700000000002,bn_265,2.0
153,0.8888909999999999,0.9475399999999998,0.931372,0.9617019999999998,0.803944,0.9648899999999997,0.012552,0.9354499999999997,0.9877679999999995,0.8904329999999999,0.015440000000000002,0.08740200000000005,0.10306800000000009,bn_265,3.0
154,0.9405029999999999,0.9786240000000002,0.9717280000000003,0.9889060000000001,0.8934240000000001,0.9838639999999997,0.005546000000000001,0.9732239999999999,0.9961380000000002,0.9465270000000001,0.0051849999999999995,0.049201999999999975,0.052314999999999987,bn_265,4.0
155,0.9700299999999996,0.992699,0.9871999999999995,0.9963169999999998,0.9477849999999999,0.9920219999999998,0.002327,0.98808,0.9985869999999998,0.9719309999999999,0.001119,0.023995999999999996,0.023070000000000004,bn_265,5.0
156,0.9831639999999999,0.9973529999999999,0.9946829999999999,0.9984989999999999,0.9764619999999999,0.9952,0.000737,0.9953339999999999,0.9993389999999999,0.987594,7.4e-05,0.011256999999999998,0.013401999999999999,bn_265,6.0
157,0.9918049999999999,0.998497,0.997691,0.9990570000000001,0.990395,0.998849,0.0005,0.9982319999999999,0.999998,0.99218,0.0,0.004738999999999999,0.0084,bn_265,7.0
158,0.9972359999999999,0.998764,0.9993019999999998,0.9996789999999999,0.994421,0.9998819999999999,8.2e-05,0.9993479999999998,0.9999979999999998,0.9968269999999999,0.0,0.00155,0.004395,bn_265,8.0
159,0.998648,0.9995,0.99963,1.0,0.997772,1.0,0.0,1.0,1.0,0.999161,0.0,5.2e-05,0.001351,bn_265,9.0
160,0.999314,0.99979,1.0,1.0,0.998875,1.0,0.0,1.0,1.0,0.999987,0.0,0.0,0.000744,bn_265,10.0
161,0.9994999999999999,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0005,bn_265,11.0
162,0.9999070000000001,0.9999990000000001,0.9999990000000001,0.9999990000000001,0.9999990000000001,0.9999990000000001,0.0,0.9999990000000001,0.9999990000000001,0.9999990000000001,0.0,0.0,2.1e-05,bn_265,12.0
163,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,bn_265,13.0
164,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,bn_265,14.0
