,Ae,T,A,Aem,Am,Ara_minus,Ara_plus,Ge,C,MS,E,L,MT,model_id,timepoint
0,0.316999,0.5516839999999995,0.5627409999999993,0.3197249999999999,0.41117399999999926,0.683929000000001,0.590318999999999,0.6807420000000003,0.44686999999999905,0.40040899999999924,0.45877499999999916,0.40538399999999947,0.6127899999999993,bn_411,0.0
1,0.11315500000000006,0.6479259999999993,0.6335360000000002,0.120524,0.24159100000000022,0.881729999999999,0.7556140000000005,0.877279999999999,0.28324500000000014,0.29131699999999977,0.3609519999999995,0.2709779999999999,0.7486059999999998,bn_411,1.0
2,0.04262200000000002,0.743306,0.6821230000000003,0.046097,0.12265599999999995,0.9550930000000001,0.8756460000000001,0.9557110000000002,0.15631299999999998,0.21399100000000004,0.2820710000000001,0.169908,0.8263840000000001,bn_411,2.0
3,0.018236000000000006,0.8204490000000001,0.7563700000000002,0.014630999999999998,0.056944999999999996,0.9832140000000006,0.9432710000000001,0.9838560000000004,0.07074399999999999,0.13719100000000004,0.21287899999999993,0.101,0.8909270000000001,bn_411,3.0
4,0.008755,0.8872409999999997,0.825321,0.004295,0.027932000000000002,0.9919969999999998,0.9684859999999997,0.9947989999999998,0.031692,0.07609199999999998,0.142343,0.05449299999999999,0.9364339999999998,bn_411,4.0
5,0.001382,0.931494,0.879479,0.0015419999999999998,0.01332,0.998442,0.9857090000000001,0.997923,0.014126,0.041306999999999996,0.08906099999999999,0.031481999999999996,0.9633510000000001,bn_411,5.0
6,0.0005,0.9576419999999999,0.9239709999999999,0.000723,0.006256000000000001,0.9999689999999998,0.9944559999999998,0.9995389999999997,0.007051,0.019170000000000003,0.05378999999999999,0.017419,0.9805909999999999,bn_411,6.0
7,0.000351,0.976134,0.9514529999999999,1.8e-05,0.002184,1.000001,0.9985979999999999,1.000001,0.002555,0.009814,0.028169999999999997,0.008057,0.9900609999999999,bn_411,7.0
8,0.0,0.9878039999999999,0.9718899999999999,0.0,0.0005,1.0000019999999998,0.9996479999999999,1.0000019999999998,0.000747,0.0032199999999999998,0.011955,0.0037800000000000004,0.9957349999999998,bn_411,8.0
9,0.0,0.9938159999999999,0.9870789999999999,0.0,0.000133,0.999999,0.999999,0.999999,0.0,0.000768,0.004926,0.002052,0.998402,bn_411,9.0
10,0.0,0.996997,0.992251,0.0,0.0,1.000001,1.000001,1.000001,0.0,7.6e-05,0.0015309999999999998,0.000346,0.998989,bn_411,10.0
11,0.0,0.998568,0.99672,0.0,0.0,0.999999,0.999999,0.999999,0.0,0.0,0.000422,0.0,0.999499,bn_411,11.0
12,0.0,0.9995,0.9985,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9995,bn_411,12.0
13,0.0,0.9995700000000001,0.999163,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.999978,bn_411,13.0
14,0.0,1.0,0.999612,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,bn_411,14.0
15,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,bn_411,15.0
16,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,bn_411,16.0
17,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,bn_411,17.0
18,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,bn_411,18.0
19,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,bn_411,19.0
20,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,bn_411,20.0
21,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,bn_411,21.0
22,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,bn_411,22.0
23,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,bn_411,23.0
24,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,bn_411,24.0
25,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,bn_411,25.0
26,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,bn_411,26.0
27,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,bn_411,27.0
28,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,bn_411,28.0
29,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,bn_411,29.0
30,0.677310000000002,0.5150049999999999,0.4403889999999999,0.3362999999999992,0.4832749999999999,0.6753790000000027,0.3726809999999992,0.6899310000000005,0.45370999999999956,0.5676449999999997,0.5061119999999989,0.4563829999999995,0.5589719999999988,bn_361,0.0
31,0.8757020000000006,0.548334,0.43530199999999963,0.12356000000000004,0.49097199999999924,0.8833759999999993,0.2714609999999998,0.8873889999999991,0.2859299999999997,0.5584979999999995,0.5504289999999997,0.5305619999999993,0.5499969999999994,bn_361,1.0
32,0.9578349999999995,0.5194929999999995,0.4772510000000001,0.04291500000000001,0.5058560000000001,0.9586969999999996,0.30744499999999997,0.9598070000000002,0.14529599999999993,0.47674500000000003,0.5138520000000001,0.6097549999999997,0.46772700000000017,bn_361,2.0
33,0.9815569999999997,0.46617199999999986,0.4826169999999999,0.017393000000000006,0.48336299999999977,0.9847020000000001,0.35852000000000006,0.9861899999999997,0.06555400000000004,0.4198939999999999,0.4636269999999998,0.6334339999999999,0.4153729999999999,bn_361,3.0
34,0.993811,0.4298730000000002,0.4602500000000002,0.008831,0.4572100000000002,0.994584,0.39247300000000007,0.9959600000000001,0.028449999999999996,0.4053840000000002,0.4333350000000001,0.6219970000000004,0.40703500000000015,bn_361,4.0
35,0.9983170000000002,0.41521899999999995,0.4366369999999999,0.002541,0.4333469999999999,0.9978660000000003,0.40365899999999993,0.9980070000000003,0.013743,0.4129439999999999,0.4177339999999999,0.603964,0.40980599999999995,bn_361,5.0
36,0.9999150000000002,0.4110409999999999,0.4227749999999999,0.001194,0.418426,0.9986980000000002,0.40445,0.9988360000000002,0.005529,0.4105649999999997,0.4124369999999998,0.596238,0.40665699999999977,bn_361,6.0
37,1.0000019999999996,0.4070630000000001,0.41318699999999997,0.000576,0.40983900000000006,0.9990019999999997,0.4047070000000001,1.0000019999999996,0.001991,0.4087880000000001,0.41072600000000004,0.596394,0.4036130000000001,bn_361,7.0
38,0.9999980000000003,0.4052869999999999,0.4087579999999999,0.0005,0.4096329999999999,0.9990310000000002,0.4050509999999999,0.9999980000000003,0.00073,0.4073119999999999,0.40960799999999997,0.594004,0.4033809999999998,bn_361,8.0
39,0.9999990000000001,0.40524499999999997,0.40500800000000003,0.00024,0.40776000000000007,0.99996,0.40436099999999997,0.9999990000000001,0.0,0.40629499999999996,0.40757499999999997,0.5942720000000001,0.40481399999999995,bn_361,9.0
40,1.000001,0.40494800000000003,0.405177,0.0,0.40552900000000003,1.000001,0.40432900000000005,1.000001,0.0,0.405245,0.405654,0.5949150000000001,0.404824,bn_361,10.0
41,1.000002,0.40404700000000005,0.404501,0.0,0.404577,1.000002,0.404001,1.000002,0.0,0.40533600000000003,0.40508900000000003,0.5959570000000001,0.40409300000000004,bn_361,11.0
42,1.0,0.40399999999999997,0.404331,0.0,0.404141,1.0,0.40399999999999997,1.0,0.0,0.40488199999999996,0.40540299999999996,0.596,0.40399999999999997,bn_361,12.0
43,1.0,0.40399999999999997,0.40399999999999997,0.0,0.40399999999999997,1.0,0.40399999999999997,1.0,0.0,0.40402899999999997,0.405483,0.596,0.40399999999999997,bn_361,13.0
44,1.0,0.404,0.404,0.0,0.404,1.0,0.404,1.0,0.0,0.404,0.40471500000000005,0.596,0.404,bn_361,14.0
45,1.0,0.404,0.404,0.0,0.404,1.0,0.404,1.0,0.0,0.404,0.404222,0.5960000000000001,0.404,bn_361,15.0
46,1.0,0.404,0.404,0.0,0.404,1.0,0.404,1.0,0.0,0.404,0.404,0.596,0.404,bn_361,16.0
47,1.0,0.404,0.404,0.0,0.404,1.0,0.404,1.0,0.0,0.404,0.404,0.596,0.404,bn_361,17.0
48,1.0,0.404,0.404,0.0,0.404,1.0,0.404,1.0,0.0,0.404,0.404,0.596,0.404,bn_361,18.0
49,1.0,0.404,0.404,0.0,0.404,1.0,0.404,1.0,0.0,0.404,0.404,0.596,0.404,bn_361,19.0
50,1.0,0.404,0.404,0.0,0.404,1.0,0.404,1.0,0.0,0.404,0.404,0.596,0.404,bn_361,20.0
51,1.0,0.404,0.404,0.0,0.404,1.0,0.404,1.0,0.0,0.404,0.404,0.596,0.404,bn_361,21.0
52,1.0,0.404,0.404,0.0,0.404,1.0,0.404,1.0,0.0,0.404,0.404,0.596,0.404,bn_361,22.0
53,1.0,0.404,0.404,0.0,0.404,1.0,0.404,1.0,0.0,0.404,0.404,0.596,0.404,bn_361,23.0
54,1.0,0.404,0.404,0.0,0.404,1.0,0.404,1.0,0.0,0.404,0.404,0.596,0.404,bn_361,24.0
55,1.0,0.404,0.404,0.0,0.404,1.0,0.404,1.0,0.0,0.404,0.404,0.596,0.404,bn_361,25.0
56,1.0,0.404,0.404,0.0,0.404,1.0,0.404,1.0,0.0,0.404,0.404,0.596,0.404,bn_361,26.0
57,1.0,0.404,0.404,0.0,0.404,1.0,0.404,1.0,0.0,0.404,0.404,0.596,0.404,bn_361,27.0
58,1.0,0.404,0.404,0.0,0.404,1.0,0.404,1.0,0.0,0.404,0.404,0.596,0.404,bn_361,28.0
59,1.0,0.404,0.404,0.0,0.404,1.0,0.404,1.0,0.0,0.404,0.404,0.596,0.404,bn_361,29.0
60,0.678149999999999,0.5275739999999994,0.4371069999999999,0.6878249999999987,0.5106809999999998,0.3149659999999992,0.4231719999999993,0.31478600000000007,0.5492519999999996,0.40134000000000025,0.4742499999999998,0.39508099999999985,0.5814970000000004,bn_60,0.0
61,0.8795880000000001,0.6110900000000005,0.46184099999999983,0.8790780000000004,0.6730860000000005,0.11608000000000006,0.3903909999999999,0.12530699999999992,0.7152040000000002,0.29589499999999996,0.38876799999999967,0.19826700000000005,0.7087499999999999,bn_60,1.0
62,0.9495069999999998,0.711402,0.5614040000000001,0.9547289999999998,0.8221739999999998,0.042414999999999994,0.43896900000000005,0.050569,0.8513390000000001,0.31963600000000003,0.328608,0.08229800000000002,0.8135439999999998,bn_60,2.0
63,0.9815660000000006,0.8082709999999999,0.6872490000000003,0.9823840000000006,0.9157050000000001,0.016557999999999996,0.5382350000000001,0.018363000000000004,0.9240620000000005,0.39861700000000005,0.35297,0.033261,0.8937590000000001,bn_60,3.0
64,0.9914830000000004,0.8847730000000001,0.7882070000000003,0.9935200000000003,0.9593340000000004,0.006419000000000001,0.655695,0.006061,0.9668130000000004,0.5069110000000001,0.42505099999999996,0.012381,0.9412380000000004,bn_60,4.0
65,0.997437,0.9350959999999999,0.864319,0.9978659999999999,0.9777939999999999,0.0018729999999999999,0.7554149999999998,0.002488,0.9852099999999998,0.6271199999999998,0.5202559999999998,0.0054989999999999995,0.9713789999999999,bn_60,5.0
66,0.9996250000000002,0.967589,0.920466,0.9986480000000002,0.9901130000000001,0.0,0.8396549999999999,0.00018299999999999998,0.9932700000000001,0.7367759999999999,0.631669,0.0023880000000000004,0.987686,bn_60,6.0
67,1.000001,0.9830049999999999,0.958803,0.999436,0.9977369999999999,0.0,0.90523,0.0,0.996203,0.8286169999999999,0.7298159999999999,0.001,0.9940419999999999,bn_60,7.0
68,0.999999,0.991928,0.9784999999999999,0.999999,0.9993259999999999,0.0,0.9428249999999999,0.0,0.9987969999999999,0.8927909999999999,0.8182619999999999,0.000226,0.996888,bn_60,8.0
69,0.9999990000000001,0.996805,0.98899,0.9999990000000001,0.999499,0.0,0.970817,0.0,0.99936,0.9357960000000001,0.8855000000000001,0.0,0.99907,bn_60,9.0
70,0.999999,0.9991129999999999,0.995546,0.999999,0.999499,0.0,0.985089,0.0,0.9994989999999999,0.964786,0.928245,0.0,0.999999,bn_60,10.0
71,0.9999990000000001,0.999966,0.999043,0.9999990000000001,0.999499,0.0,0.993438,0.0,0.999877,0.979925,0.957736,0.0,0.9999990000000001,bn_60,11.0
72,1.0,1.0,0.9994999999999999,1.0,0.99973,0.0,0.9976929999999999,0.0,1.0,0.989379,0.973359,0.0,1.0,bn_60,12.0
73,1.000001,1.000001,0.999767,1.000001,1.000001,0.0,0.998977,0.0,1.000001,0.994906,0.982815,0.0,1.000001,bn_60,13.0
74,1.0,1.0,1.0,1.0,1.0,0.0,0.99947,0.0,1.0,0.998147,0.990645,0.0,1.0,bn_60,14.0
75,1.0,1.0,1.0,1.0,1.0,0.0,0.9994999999999999,0.0,1.0,0.999371,0.995548,0.0,1.0,bn_60,15.0
76,1.0,1.0,1.0,1.0,1.0,0.0,0.9994999999999999,0.0,1.0,0.9994999999999999,0.998432,0.0,1.0,bn_60,16.0
77,1.0,1.0,1.0,1.0,1.0,0.0,0.9995,0.0,1.0,0.9995,0.998703,0.0,1.0,bn_60,17.0
78,1.0,1.0,1.0,1.0,1.0,0.0,0.9994999999999999,0.0,1.0,0.9994999999999999,0.99947,0.0,1.0,bn_60,18.0
79,1.0,1.0,1.0,1.0,1.0,0.0,0.9995,0.0,1.0,0.9995,0.9995,0.0,1.0,bn_60,19.0
80,1.0,1.0,1.0,1.0,1.0,0.0,0.9995160000000001,0.0,1.0,0.9995,0.9995,0.0,1.0,bn_60,20.0
81,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.9995,0.9995,0.0,1.0,bn_60,21.0
82,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.9995,0.9995,0.0,1.0,bn_60,22.0
83,0.9999990000000001,0.9999990000000001,0.9999990000000001,0.9999990000000001,0.9999990000000001,0.0,0.9999990000000001,0.0,0.9999990000000001,0.999619,0.999619,0.0,0.9999990000000001,bn_60,23.0
84,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,bn_60,24.0
85,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,bn_60,25.0
86,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,bn_60,26.0
87,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,bn_60,27.0
88,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,bn_60,28.0
89,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,bn_60,29.0
90,0.6686559999999999,0.5136669999999995,0.4445839999999985,0.3155180000000003,0.4780489999999989,0.3301229999999993,0.42952299999999916,0.3264629999999998,0.5486099999999998,0.5976039999999994,0.531752999999999,0.38651699999999956,0.584422999999999,bn_109,0.0
91,0.8734679999999988,0.6046459999999992,0.4600510000000004,0.10747900000000005,0.4955549999999998,0.12473799999999999,0.34704799999999997,0.11646400000000007,0.7215309999999987,0.7260739999999984,0.622459999999999,0.20502199999999995,0.7076979999999994,bn_109,1.0
92,0.9524490000000003,0.6986480000000002,0.556267,0.037566999999999996,0.5714720000000004,0.048944999999999995,0.3830559999999999,0.038538,0.85055,0.8073570000000001,0.72807,0.09428500000000001,0.8052070000000002,bn_109,2.0
93,0.9823449999999999,0.794741,0.668712,0.013248999999999997,0.677309,0.016429999999999993,0.4803029999999999,0.015689,0.9313640000000003,0.8889030000000004,0.8035550000000001,0.04399600000000001,0.887898,bn_109,3.0
94,0.9932759999999998,0.8724020000000001,0.7681579999999999,0.0043679999999999995,0.785715,0.005752999999999999,0.5931749999999999,0.006283,0.968785,0.9426080000000001,0.8825740000000001,0.017713000000000003,0.9424960000000002,bn_109,4.0
95,0.9976499999999993,0.9305979999999995,0.8531509999999995,0.001504,0.8537929999999995,0.002246,0.7087909999999998,0.0017720000000000001,0.9880939999999995,0.9705999999999997,0.9323789999999997,0.005553000000000001,0.9766369999999994,bn_109,5.0
96,0.99933,0.966487,0.9179209999999999,0.000928,0.916292,0.001205,0.8031319999999998,0.001072,0.9952750000000001,0.986281,0.9628599999999998,0.0020930000000000002,0.991058,bn_109,6.0
97,0.999999,0.9850789999999999,0.957256,0.0005,0.959379,0.000274,0.8686510000000001,0.000892,0.9974859999999999,0.9939989999999999,0.980989,0.000923,0.9947839999999999,bn_109,7.0
98,1.000002,0.9918699999999999,0.976725,0.000192,0.9786549999999999,0.0,0.922367,4.1e-05,0.998644,0.997017,0.992012,0.0,0.997821,bn_109,8.0
99,0.999999,0.9964040000000001,0.9879840000000001,0.0,0.985714,0.0,0.955623,0.0,0.9994850000000001,0.998493,0.995798,0.0,0.99916,bn_109,9.0
100,0.9999990000000001,0.998612,0.993816,0.0,0.99361,0.0,0.974149,0.0,0.999499,0.9991380000000001,0.998052,0.0,0.999604,bn_109,10.0
101,1.000001,1.000001,0.9985499999999999,0.0,0.997632,0.0,0.986929,0.0,0.999892,0.999834,0.999032,0.0,1.000001,bn_109,11.0
102,1.000001,1.000001,0.999933,0.0,0.9998429999999999,0.0,0.9951589999999999,0.0,1.000001,1.000001,0.999501,0.0,1.000001,bn_109,12.0
103,1.0,1.0,1.0,0.0,1.0,0.0,0.999011,0.0,1.0,1.0,0.999563,0.0,1.0,bn_109,13.0
104,1.0,1.0,1.0,0.0,1.0,0.0,0.999568,0.0,1.0,1.0,1.0,0.0,1.0,bn_109,14.0
105,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,bn_109,15.0
106,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,bn_109,16.0
107,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,bn_109,17.0
108,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,bn_109,18.0
109,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,bn_109,19.0
110,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,bn_109,20.0
111,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,bn_109,21.0
112,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,bn_109,22.0
113,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,bn_109,23.0
114,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,bn_109,24.0
115,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,bn_109,25.0
116,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,bn_109,26.0
117,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,bn_109,27.0
118,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,bn_109,28.0
119,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,bn_109,29.0
120,0.6783109999999989,0.5597540000000001,0.6316589999999992,0.3196649999999998,0.4800310000000003,0.6621199999999999,0.5529059999999999,0.3090160000000002,0.5591519999999998,0.6026929999999996,0.5280820000000007,0.614501,0.6164129999999993,bn_975,0.0
121,0.8812439999999994,0.6772619999999983,0.8122269999999991,0.12659499999999996,0.5407509999999996,0.878986999999999,0.6981869999999988,0.11668700000000007,0.7219139999999991,0.7744739999999989,0.6300519999999997,0.799582999999999,0.7856119999999984,bn_975,1.0
122,0.9587099999999998,0.7892319999999997,0.9215249999999998,0.055076999999999994,0.6481199999999996,0.952224,0.8268679999999996,0.04221199999999999,0.8503259999999998,0.895523,0.7721320000000002,0.9073870000000002,0.8904980000000001,bn_975,2.0
123,0.9804739999999995,0.8786109999999998,0.9707569999999995,0.022523999999999995,0.7631529999999999,0.9813899999999998,0.9160129999999997,0.016272000000000002,0.9260349999999996,0.9516969999999996,0.8688549999999995,0.9585419999999999,0.9537729999999998,bn_975,3.0
124,0.9931519999999996,0.9377469999999997,0.9864359999999996,0.010123,0.8548529999999998,0.9947389999999997,0.9630719999999997,0.006063000000000001,0.9644629999999998,0.9791609999999996,0.9302059999999998,0.9823209999999998,0.9764429999999996,bn_975,4.0
125,0.9975810000000003,0.968998,0.9942510000000002,0.003607,0.9138860000000001,0.9988080000000004,0.9841200000000002,0.0020629999999999997,0.9863540000000001,0.9913670000000002,0.9672060000000002,0.9929400000000003,0.9919600000000002,bn_975,5.0
126,0.998881,0.985836,0.997768,0.000705,0.954785,0.999645,0.9929110000000001,0.0011380000000000001,0.993868,0.9967130000000001,0.986731,0.996738,0.9963510000000001,bn_975,6.0
127,0.9995430000000001,0.9939680000000002,0.9993580000000001,0.0,0.9753440000000002,1.0,0.9971210000000001,5.9e-05,0.9982110000000001,0.9983850000000001,0.992939,0.9982930000000001,0.9980240000000001,bn_975,7.0
128,1.0,0.9967199999999999,1.0,0.0,0.985339,1.0,0.999454,0.0,0.9999089999999999,0.9993749999999999,0.9960749999999999,0.9994999999999999,0.998567,bn_975,8.0
129,0.999998,0.998263,0.999998,0.0,0.9931150000000001,0.999998,0.999998,0.0,0.999998,0.999998,0.998653,0.999654,0.999944,bn_975,9.0
130,1.0,0.9994449999999999,1.0,0.0,0.9962549999999999,1.0,1.0,0.0,1.0,1.0,0.9994999999999999,1.0,1.0,bn_975,10.0
131,1.0,0.9999370000000001,1.0,0.0,0.998625,1.0,1.0,0.0,1.0,1.0,0.9995,1.0,1.0,bn_975,11.0
132,1.0,1.0,1.0,0.0,0.999944,1.0,1.0,0.0,1.0,1.0,0.999516,1.0,1.0,bn_975,12.0
133,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,bn_975,13.0
134,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,bn_975,14.0
135,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,bn_975,15.0
136,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,bn_975,16.0
137,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,bn_975,17.0
138,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,bn_975,18.0
139,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,bn_975,19.0
140,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,bn_975,20.0
141,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,bn_975,21.0
142,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,bn_975,22.0
143,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,bn_975,23.0
144,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,bn_975,24.0
145,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,bn_975,25.0
146,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,bn_975,26.0
147,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,bn_975,27.0
148,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,bn_975,28.0
149,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,bn_975,29.0
150,0.6959340000000005,0.5319269999999996,0.6002770000000012,0.32424400000000014,0.47319900000000026,0.6855079999999986,0.5053929999999999,0.6851099999999988,0.43857700000000027,0.5783070000000001,0.5187049999999993,0.42536599999999986,0.5746220000000006,bn_265,0.0
151,0.8929599999999989,0.6018920000000001,0.8035369999999993,0.12793300000000005,0.5215170000000007,0.8791869999999982,0.6177699999999997,0.8853109999999994,0.272392,0.6645399999999995,0.5861059999999998,0.33463600000000027,0.6650159999999987,bn_265,1.0
152,0.9645470000000004,0.6650329999999997,0.9112419999999998,0.05009900000000001,0.5938359999999998,0.9604650000000002,0.7675659999999994,0.9558190000000002,0.14277399999999996,0.7154059999999998,0.6631999999999998,0.2685299999999998,0.7317669999999998,bn_265,2.0
153,0.9872350000000004,0.7317550000000002,0.95704,0.016862000000000002,0.6620640000000001,0.982827,0.8730510000000001,0.983495,0.069768,0.7881400000000002,0.728288,0.18826899999999996,0.8014690000000003,bn_265,3.0
154,0.9952830000000001,0.8054500000000003,0.9818890000000001,0.0053159999999999995,0.7342960000000001,0.9913350000000001,0.9354060000000002,0.9939420000000002,0.031656000000000004,0.8727530000000001,0.795563,0.11643800000000001,0.8686710000000006,bn_265,4.0
155,0.9987240000000002,0.872083,0.9931810000000002,0.000726,0.805847,0.9968820000000002,0.9709110000000001,0.9988100000000001,0.013493000000000002,0.9265540000000001,0.8644160000000001,0.06161799999999999,0.9257860000000001,bn_265,5.0
156,0.9989969999999999,0.918076,0.9961369999999998,0.000469,0.8656579999999999,0.999118,0.9869849999999999,0.999497,0.0056229999999999995,0.96099,0.918883,0.03231400000000001,0.961075,bn_265,6.0
157,0.9992110000000001,0.9527929999999999,0.9981720000000001,0.0,0.9173619999999999,0.999961,0.9933470000000001,0.9994999999999999,0.0025570000000000002,0.9819139999999998,0.95101,0.017989,0.980281,bn_265,7.0
158,0.9999609999999999,0.9712069999999999,0.9987969999999999,0.0,0.9503379999999999,1.000002,0.997512,0.9995019999999999,0.001888,0.991112,0.974895,0.008742,0.9894359999999999,bn_265,8.0
159,1.000001,0.984202,0.9994909999999999,0.0,0.967045,1.000001,0.9983139999999999,0.999961,0.000786,0.9932500000000001,0.987198,0.004137,0.99394,bn_265,9.0
160,1.000001,0.991748,0.999755,0.0,0.979756,1.000001,0.9996539999999999,1.000001,0.0,0.99613,0.9911059999999999,0.001569,0.997207,bn_265,10.0
161,1.0,0.9952799999999999,1.0,0.0,0.989023,1.0,1.0,1.0,0.0,0.998038,0.9960709999999999,3.5e-05,0.999,bn_265,11.0
162,1.000001,0.996896,1.000001,0.0,0.993996,1.000001,1.000001,1.000001,0.0,0.999599,0.99778,0.0,0.9997860000000001,bn_265,12.0
163,1.0,0.999039,1.0,0.0,0.996688,1.0,1.0,1.0,0.0,1.0,0.9989530000000001,0.0,1.0,bn_265,13.0
164,1.000001,0.999501,1.000001,0.0,0.998592,1.000001,1.000001,1.000001,0.0,1.000001,0.999619,0.0,1.000001,bn_265,14.0
165,1.0,0.9995,1.0,0.0,0.9995,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,bn_265,15.0
166,1.0,0.999892,1.0,0.0,0.9995,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,bn_265,16.0
