,Toll Pathway of Drosophila Signaling Pathway_23868318,HH Pathway of Drosophila Signaling Pathways_23868318,Cortical Area Development_20862356,VEGF Pathway of Drosophila Signaling Pathway_23868318,SKBR3 Breast Cell Line Short-term ErbB Network_24970389,Regulation of the L-arabinose operon of Escherichia coli_28639170,Lac Operon_21563979
0,1.0,1.0,0.03252467581901541,0.9961160064506174,0.7910386685118973,0.9147581053837807,0.8952982620494011
1,1.0,1.0,0.03252467581901541,0.9961160064506174,0.7978806669177834,0.9904444366668662,0.9516966298219998
2,1.0,1.0,0.03252467581901541,0.9980598792799792,0.8055537925043931,0.9907984351377569,0.9576131544786656
3,1.0,1.0,0.03252467581901541,0.9961160064506174,0.7761509488820006,0.9040182833588776,0.8902577911064673
4,1.0,1.0,0.03226538682143729,0.9980598792799792,0.7712366097018651,0.9225842760787758,0.8869691317682945
5,1.0,1.0,0.03226538682143729,0.9980598792799792,0.8061780992688662,0.9344019109682921,0.8920409347890175
6,1.0,1.0,0.0322091150341397,0.9961160064506174,0.7940714900168749,0.906015272801849,0.8955142056202707
7,1.0,1.0,0.0322091150341397,0.9980598792799792,0.8181408760022456,0.9121032249134733,0.9616094231715047
8,1.0,1.0,0.03252467581901541,0.9966031479854138,0.7677475223415043,0.9408427921699603,0.9617450344975561
9,1.0,1.0,0.03226538682143729,0.9980598792799792,0.8265476552770195,0.8809345921821257,0.9610723983082595
10,1.0,1.0,0.0322091150341397,0.9980598792799792,0.7682833544215683,0.9401855007032178,0.9595758243285007
11,1.0,1.0,0.03252467581901541,0.9961160064506174,0.792804608590125,0.923957831895436,0.9524435856315372
12,1.0,1.0,0.0322091150341397,0.9980598792799792,0.8001351849179481,0.9571854405556341,0.9628891605978617
13,1.0,1.0,0.03252467581901541,0.9966031479854138,0.8014217996559667,0.9246806839170381,0.9549259304088518
14,1.0,1.0,0.0322091150341397,0.9980598792799792,0.8082153882983044,0.9051995623675165,0.9561059576524709
15,1.0,1.0,0.03252467581901541,0.9941740096759261,0.8350580874913495,0.934069334769044,0.9611520095397104
16,1.0,1.0,0.0322091150341397,1.0,0.7839534244289914,0.9328703952609767,0.9602775633988491
17,1.0,1.0,0.03252467581901541,0.9980598792799792,0.8127914638976982,0.9489928737181907,0.9577329214292823
18,1.0,1.0,0.03226538682143729,0.9961160064506174,0.7982004610342478,0.9012310601014747,0.8939179564176333
19,1.0,1.0,0.0322091150341397,1.0,0.8082461575272818,0.9105976051575584,0.8867467724271182
20,1.0,1.0,0.03252467581901541,0.9961160064506174,0.7867090179762237,0.9207645981618494,0.8164999899487599
21,1.0,1.0,0.03252467581901541,0.9980598792799792,0.7940846232384504,0.949011094855154,0.8889278695439272
22,1.0,1.0,0.03252467581901541,0.9961160064506174,0.8169332128191507,0.9169950161056113,0.9589740483037699
23,1.0,1.0,0.03252467581901541,0.9980598792799792,0.799507264409275,0.9069935235818553,0.9590914792003391
24,1.0,1.0,0.0322091150341397,0.9980598792799792,0.7925606355172643,0.9333428593980629,0.8910241787065774
25,1.0,1.0,0.03252467581901541,0.9980598792799792,0.7740317030567897,0.9397479969191067,0.96152463848039
26,1.0,1.0,0.03252467581901541,0.9961160064506174,0.8063352551290337,0.948944220291741,0.8942980183323351
27,1.0,1.0,0.03252467581901541,0.9941740096759261,0.8031117952395187,0.864883473760932,0.8953239240232704
28,1.0,1.0,0.03246828299501249,0.9946569255510272,0.8000960739349291,0.9401926825958309,0.9500496592462035
29,1.0,1.0,0.0322091150341397,0.9980598792799792,0.7754590814093256,0.8879682065814968,0.8926173703439353
30,1.0,1.0,0.03252467581901541,1.0,0.8039552739603508,0.9354333437681578,0.9627850186787935
31,1.0,1.0,0.03226538682143729,0.9980598792799792,0.7818021305173775,0.9318017159877336,0.9512031162151622
32,1.0,1.0,0.03252467581901541,0.9961160064506174,0.7915866135301236,0.9039838220542615,0.9565585581136844
33,1.0,1.0,0.0322091150341397,0.9961160064506174,0.7897035511071933,0.9487766727036088,0.9625612204933511
34,1.0,1.0,0.03252467581901541,0.9961160064506174,0.7899360122536853,0.9045568141342694,0.9631463660598919
35,1.0,1.0,0.0322091150341397,0.9961160064506174,0.7999711753311193,0.9044047437318364,0.9538972645123592
36,1.0,1.0,0.03252467581901541,0.9941683706167541,0.784867829769555,0.9122156745144328,0.8910996197564194
37,1.0,1.0,0.03252467581901541,0.9970898189199687,0.8016061210293853,0.9331552048628592,0.9587540744908621
38,1.0,1.0,0.0322091150341397,0.9961160064506174,0.7951395493445369,0.9739272996837738,0.9630821361820511
39,1.0,1.0,0.0322091150341397,0.9961160064506174,0.7895456737398826,0.9400611462348253,0.8966364659348054
40,1.0,1.0,0.03226538682143729,0.9956326188383893,0.8021106273350379,0.9283656431321393,0.9562849157310884
41,1.0,1.0,0.03218094158588926,0.9985456119615301,0.7745899294843169,0.9469956412872572,0.8847967452547185
42,1.0,1.0,0.03226538682143729,1.0,0.7949328137851159,0.9401402163573935,0.957088282210703
43,1.0,1.0,0.03252467581901541,0.9961160064506174,0.8207206094151925,0.9217572714959256,0.956126703266404
44,1.0,1.0,0.08838166747218565,1.0,0.7980678303177078,0.9236376508320139,0.8239625377050291
45,1.0,1.0,0.03252467581901541,0.9961160064506174,0.7894441918958446,0.9486814307324599,0.9603227090981417
46,1.0,1.0,0.0322091150341397,1.0,0.8002212669815246,0.922493940702311,0.9593440413552374
47,1.0,1.0,0.0322091150341397,0.9956326188383893,0.8086937628601993,0.9406100436811574,0.956714688629131
48,1.0,1.0,0.0322091150341397,0.9980598792799792,0.8184511105774336,0.9580070084056241,0.9519539789692336
49,1.0,1.0,0.0322091150341397,0.9980598792799792,0.7680938311501387,0.9583056858660455,0.8881909452810869
50,1.0,1.0,0.03252467581901541,0.9980598792799792,0.7853804479514218,0.9034134560560556,0.9553814959880105
51,1.0,1.0,0.0322091150341397,0.9966031479854138,0.7732838771668593,0.949286157845039,0.958817460005639
52,1.0,1.0,0.08838166747218565,0.9980598792799792,0.7996343082667429,0.9567929391650384,0.9530793746350009
53,1.0,1.0,0.0322091150341397,0.9980598792799792,0.7782707600594579,0.962581048577235,0.9576046125386942
54,1.0,1.0,0.0322091150341397,0.9941683706167541,0.783298714723047,0.9088188618978039,0.9540576477563124
55,1.0,1.0,0.03252467581901541,0.9980598792799792,0.8053656324584564,0.9564154372956333,0.8896382971135172
56,1.0,1.0,0.1039708955116842,0.9980598792799792,0.7858142897000627,0.942206685549138,0.9010306471950671
57,1.0,1.0,0.0322091150341397,0.9961160064506174,0.7920174282298488,0.9582326234524386,0.8204645363599331
58,1.0,1.0,0.03252467581901541,1.0,0.7993205765968714,0.9057589417529778,0.8951083840425923
59,1.0,1.0,0.03226538682143729,1.0,0.770742724004466,0.9428617029534248,0.956118296640774
60,1.0,1.0,0.03252467581901541,1.0,0.7822808727612434,0.9102700187296923,0.9617965892711312
61,1.0,1.0,0.03252467581901541,0.9970898189199687,0.7840781176498853,0.9491041030495281,0.9621514744482565
62,1.0,1.0,0.03252467581901541,0.9961160064506174,0.7897527891956322,0.905793890808781,0.9574404427799889
63,1.0,1.0,0.03252467581901541,0.9980598792799792,0.7975342785702872,0.8867242445013254,0.9511417779558075
64,1.0,1.0,0.0322091150341397,0.9985456119615301,0.8045612657858143,0.9145830064916067,0.9599890105549007
65,1.0,1.0,0.03252467581901541,0.9961160064506174,0.7720617568543061,0.9088393664215368,0.8923095564989229
66,1.0,1.0,0.0322091150341397,0.9980598792799792,0.7937671228433297,0.9161436985481755,0.8708560434848038
67,1.0,1.0,0.03252467581901541,1.0,0.8026686620103725,0.9347274677319565,0.8912611911221848
68,1.0,1.0,0.03252467581901541,0.9980598792799792,0.7977794800559845,0.9573361733430346,0.8903538972637937
69,1.0,1.0,0.03252467581901541,0.9980598792799792,0.8236097801243488,0.9577471654063346,0.9470119338473948
70,1.0,1.0,0.0322091150341397,0.9961160064506174,0.7940212092143596,0.9493508710347425,0.9654219656855583
71,1.0,1.0,0.0322091150341397,0.9946569255510272,0.8184359147640593,0.954492928597154,0.9531933823462115
72,1.0,1.0,0.03218094158588926,0.9961160064506174,0.7872383498876712,0.9127639639859263,0.8983758389200829
73,1.0,1.0,0.0322091150341397,0.9980598792799792,0.7978832265518409,0.9070625065639858,0.9490264550434602
74,1.0,1.0,0.03252467581901541,1.0,0.8172471888021579,0.9428304881709654,0.9633689357138162
75,1.0,1.0,0.03252467581901541,0.9961160064506174,0.765292394965379,0.9333530733545092,0.9557869478991607
76,1.0,1.0,0.03252467581901541,0.9980598792799792,0.8132841272319462,0.9587464568486781,0.9648684448516474
77,1.0,1.0,0.0322091150341397,0.9980598792799792,0.8014938832762576,0.9373936245245493,0.8192071323028755
78,1.0,1.0,0.0322091150341397,0.9980598792799792,0.7952697864641721,0.9570557935527734,0.9552593586717665
79,1.0,1.0,0.03252467581901541,1.0,0.8019636705144741,0.8828097575352885,0.9598143219621331
80,1.0,1.0,0.0322091150341397,0.9980598792799792,0.836017576920756,0.9302136390551579,0.9594816369467009
81,1.0,1.0,0.0322091150341397,0.9980598792799792,0.7774885755766971,0.9409084779337397,0.9411850164885616
82,1.0,1.0,0.03252467581901541,0.9980598792799792,0.8008890240735828,0.9827087248319369,0.8976017503578582
83,1.0,1.0,0.0322091150341397,0.9980598792799792,0.7791383662748294,0.9418468278852985,0.8934187728702323
84,1.0,1.0,0.0322091150341397,0.9961160064506174,0.7951550259471882,0.9655399175094886,0.9635153167358341
85,1.0,1.0,0.03252467581901541,0.9980598792799792,0.8015527376247746,0.9752577642980684,0.9596095060749792
86,1.0,1.0,0.03246828299501249,0.9956326188383893,0.8067760467424223,0.9315925859455655,0.8939111793659869
87,1.0,1.0,0.0322091150341397,0.9946569255510272,0.7861896745977427,0.9217954852134409,0.954503776351994
88,1.0,1.0,0.0322091150341397,0.9961160064506174,0.8092475965957889,0.9409953970097937,0.9625319466582567
89,1.0,1.0,0.04119276000280086,0.9936854574693957,0.7942659241187642,0.9397380710991484,0.9569829685309572
90,1.0,1.0,0.0322091150341397,0.9980598792799792,0.7797867773518885,0.9244133889995355,0.9523941600139745
91,1.0,1.0,0.03252467581901541,0.9980598792799792,0.777035937107653,0.9154189525684054,0.9512588357772548
92,1.0,1.0,0.03252467581901541,0.9975760199358835,0.7934726724583812,0.8870177674345544,0.955256466297486
93,1.0,1.0,0.03252467581901541,0.9980598792799792,0.8109310533024866,0.9301713212847129,0.896172297359877
94,1.0,1.0,0.03252467581901541,0.9980598792799792,0.81065865861257,0.9426135453115286,0.9624925489869587
95,1.0,1.0,0.03252467581901541,0.9980598792799792,0.8026728772126798,0.975831665768406,0.9576500718091854
96,1.0,1.0,0.03252467581901541,0.9961160064506174,0.7623419491611538,0.933552857409424,0.9530296329558093
97,1.0,1.0,0.0322091150341397,0.9961160064506174,0.7953236740423811,0.9533226373193288,0.8234023904377167
98,1.0,1.0,0.03252467581901541,0.9961160064506174,0.7927364557716274,0.958349673692207,0.9539057722117052
99,1.0,1.0,0.03252467581901541,0.9946569255510272,0.7893916274580844,0.9168856336862479,0.8893530834076464
